$GPGGA,30552,3754.4089,S,14508.09,E,1,8,1,103.9,M,-4.1,M,,,
$GPGGA,30553,3754.4088,S,14508.091,E,1,8,1,103.9,M,-4.1,M,,,
$GPGGA,30554,3754.4087,S,14508.0919,E,1,8,1,103.9,M,-4.1,M,,,
$GPGGA,30555,3754.4086,S,14508.0928,E,1,8,1,103.8,M,-4.1,M,,,
$GPGGA,30556,3754.4086,S,14508.0938,E,1,8,1,103.8,M,-4.1,M,,,
$GPGGA,30557,3754.4085,S,14508.0947,E,1,8,1,103.9,M,-4.1,M,,,
$GPGGA,30558,3754.4085,S,14508.0956,E,1,8,1,103.9,M,-4.1,M,,,
$GPGGA,30559,3754.4084,S,14508.0966,E,1,8,1,103.9,M,-4.1,M,,*54,
$GPGGA,30600,3754.4083,S,14508.0976,E,1,8,1,103.9,M,-4.1,M,,,
$GPGGA,30601,3754.4083,S,14508.0985,E,1,8,1,103.9,M,-4.1,M,,,
$GPGGA,30602,3754.4082,S,14508.0994,E,1,8,1,103.9,M,-4.1,M,,*56,
$GPGGA,30603,3754.4082,S,14508.1003,E,1,8,1,104,M,-4.1,M,,,
$GPGGA,30604,3754.4081,S,14508.1012,E,1,8,1,104.1,M,-4.1,M,,,
$GPGGA,30605,3754.4081,S,14508.1021,E,1,8,1,104.1,M,-4.1,M,,,
$GPGGA,30606,3754.4081,S,14508.1029,E,1,8,1,104.1,M,-4.1,M,,,
$GPGGA,30607,3754.4081,S,14508.1037,E,1,8,1,104.2,M,-4.1,M,,,
$GPGGA,30608,3754.4081,S,14508.1045,E,1,8,1,104.2,M,-4.1,M,,,
$GPGGA,30609,3754.408,S,14508.1052,E,1,8,1,104.2,M,-4.1,M,,,
$GPGGA,30610,3754.4081,S,14508.1057,E,1,8,1,104.1,M,-4.1,M,,,
$GPGGA,30611,3754.4079,S,14508.1055,E,1,8,1,104.1,M,-4.1,M,,,
$GPGGA,30612,3754.4078,S,14508.105,E,1,8,1,104,M,-4.1,M,,,
$GPGGA,30613,3754.4077,S,14508.1043,E,1,8,1,103.8,M,-4.1,M,,,
$GPGGA,30614,3754.4078,S,14508.1034,E,1,8,1,103.7,M,-4.1,M,,,
$GPGGA,30615,3754.4077,S,14508.1027,E,1,8,1,103.7,M,-4.1,M,,*57,
$GPGGA,30616,3754.4078,S,14508.1021,E,1,8,1,103.7,M,-4.1,M,,,
$GPGGA,30617,3754.4078,S,14508.1016,E,1,8,1,103.6,M,-4.1,M,,,
$GPGGA,30618,3754.4078,S,14508.101,E,1,8,1,103.5,M,-4.1,M,,*5C,
$GPGGA,30619,3754.4078,S,14508.1002,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30620,3754.4078,S,14508.0993,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30621,3754.4078,S,14508.0983,E,1,8,1,103.3,M,-4.1,M,,,
$GPGGA,30622,3754.4078,S,14508.0974,E,1,8,1,103.3,M,-4.1,M,,,
$GPGGA,30623,3754.4079,S,14508.0964,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30624,3754.4079,S,14508.0954,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30625,3754.4079,S,14508.0944,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30626,3754.4079,S,14508.0935,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30627,3754.4079,S,14508.0926,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30628,3754.4079,S,14508.0917,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30629,3754.4079,S,14508.0908,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30630,3754.408,S,14508.0899,E,1,8,1,103.3,M,-4.1,M,,,
$GPGGA,30631,3754.408,S,14508.0889,E,1,8,1,103.3,M,-4.1,M,,*5E,
$GPGGA,30632,3754.4081,S,14508.088,E,1,8,1,103.4,M,-4.1,M,,,
$GPGGA,30633,3754.4081,S,14508.0871,E,1,9,0.95,103.4,M,-4.1,M,,,
$GPGGA,30634,3754.4081,S,14508.0862,E,1,9,0.95,103.3,M,-4.1,M,,*5F,
$GPGGA,30635,3754.4081,S,14508.0853,E,1,9,0.95,103.4,M,-4.1,M,,,
$GPGGA,30636,3754.4082,S,14508.0843,E,1,9,0.95,103.4,M,-4.1,M,,,
$GPGGA,30637,3754.4082,S,14508.0834,E,1,9,0.95,103.4,M,-4.1,M,,,
$GPGGA,30638,3754.4082,S,14508.0825,E,1,9,0.95,103.4,M,-4.1,M,,,
$GPGGA,30639,3754.4083,S,14508.0816,E,1,9,0.95,103.5,M,-4.1,M,,,
$GPGGA,30640,3754.4083,S,14508.0807,E,1,9,0.95,103.6,M,-4.1,M,,,
$GPGGA,30641,3754.4083,S,14508.0798,E,1,9,0.95,103.6,M,-4.1,M,,,
$GPGGA,30642,3754.4083,S,14508.0788,E,1,9,0.95,103.6,M,-4.1,M,,,
$GPGGA,30643,3754.4084,S,14508.0779,E,1,9,0.95,103.7,M,-4.1,M,,,
$GPGGA,30644,3754.4083,S,14508.0769,E,1,8,1.21,103.7,M,-4.1,M,,,
$GPGGA,30645,3754.4083,S,14508.076,E,1,9,0.95,103.7,M,-4.1,M,,,
$GPGGA,30646,3754.4083,S,14508.075,E,1,9,0.95,103.7,M,-4.1,M,,,
$GPGGA,30647,3754.4083,S,14508.0741,E,1,9,0.95,103.8,M,-4.1,M,,*58,
$GPGGA,30648,3754.4083,S,14508.0732,E,1,9,0.95,103.8,M,-4.1,M,,,
$GPGGA,30649,3754.4083,S,14508.0723,E,1,9,0.95,103.8,M,-4.1,M,,,
$GPGGA,30650,3754.4083,S,14508.0713,E,1,9,0.95,103.8,M,-4.1,M,,*5F,
$GPGGA,30651,3754.4083,S,14508.0704,E,1,9,0.95,103.7,M,-4.1,M,,,
$GPGGA,30652,3754.4085,S,14508.0696,E,1,9,0.95,103.5,M,-4.1,M,,,
$GPGGA,30653,3754.4087,S,14508.069,E,1,9,0.95,103.3,M,-4.1,M,,,
$GPGGA,30654,3754.4089,S,14508.0686,E,1,9,0.95,103.1,M,-4.1,M,,,
$GPGGA,30655,3754.4091,S,14508.0684,E,1,9,0.95,102.9,M,-4.1,M,,,
$GPGGA,30656,3754.4091,S,14508.0684,E,1,9,0.95,102.7,M,-4.1,M,,,
$GPGGA,30657,3754.409,S,14508.0685,E,1,9,0.95,102.8,M,-4.1,M,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,*57,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,*5B,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,*58,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,*55,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,*5B,
